Date,Temperature
1653686381, 25937
1653686387, 25937
1653686393, 26000
1653686399, 26000
1653686404, 26000
1653686410, 25937
1653686416, 25937
1653686422, 25937
1653686428, 26000
1653686434, 26000
1653686439, 26000
1653686445, 26000
1653686451, 26000
1653686457, 26000
1653686463, 26000
1653686469, 26062
1653686474, 26062
1653686480, 26062
1653686486, 26000
1653686492, 26000
1653686498, 26062
1653686504, 26062
1653686510, 26062
1653686515, 26062
1653686521, 26000
1653686527, 26000
1653686533, 26000
1653686539, 25937
1653686545, 26000
1653686550, 26000
1653686556, 26000
1653686562, 26000
1653686568, 26000
1653686574, 26000
1653686580, 26000
1653686585, 26062
1653686591, 26062
1653686597, 26062
1653686603, 26062
1653686609, 26062
1653686615, 26062
1653686620, 26062
1653686626, 26062
1653686632, 26062
1653686638, 26062
1653686644, 26062
1653686650, 26000
1653686656, 26062
1653686661, 26000
1653686667, 26000
1653686673, 26000
1653686679, 26000
1653686685, 26000
1653686691, 25937
1653686697, 26000
1653686702, 26000
1653686708, 26000
1653686714, 26000
1653686720, 26000
1653686726, 26000
1653686732, 26000
1653686738, 26000
1653686743, 26000
1653686749, 26000
1653686755, 26000
1653686761, 26000
1653686767, 26000
1653686773, 26000
1653686778, 26000
1653686784, 26000
1653686790, 26000
1653686796, 26000
1653686802, 26000
1653686808, 26000
1653686814, 26000
1653686819, 26062
1653686825, 26000
1653686831, 26000
1653686837, 26000
1653686843, 26000
1653686849, 26062
1653686855, 26062
1653686860, 26062
1653686866, 26062
1653686872, 26062
1653686878, 26062
1653686884, 26062
1653686890, 26062
1653686896, 26062
1653686901, 26062
1653686907, 26000
1653686913, 26000
1653686919, 26000
1653686925, 26000
1653686931, 26000
1653686936, 26000
1653686942, 26000
1653686948, 26000
1653686954, 25937
1653686960, 26000
1653686966, 26000
1653686972, 26000
1653686977, 26000
1653686983, 26000
1653686989, 25937
1653686995, 26000
1653687001, 25937
1653687007, 25937
1653687013, 25937
1653687018, 25937
1653687024, 25937
1653687030, 25937
1653687036, 25937
1653687042, 25937
1653687048, 25937
1653687054, 25937
1653687059, 25937
1653687065, 25937
1653687071, 25937
1653687077, 25937
1653687083, 25937
1653687089, 25937
1653687094, 25937
1653687100, 26000
1653687106, 25937
1653687112, 26000
1653687118, 26000
1653687124, 26000
1653687130, 26000
1653687135, 26000
1653687141, 25937
1653687147, 26000
1653687153, 25937
1653687159, 25937
1653687165, 25937
1653687170, 25937
1653687176, 25937
1653687182, 25937
1653687188, 25937
1653687194, 26000
1653687200, 26000
1653687206, 26000
1653687211, 26000
1653687217, 26000
1653687223, 25937
1653687229, 25937
1653687235, 25937
1653687241, 25937
1653687247, 25937
1653687252, 25937
1653687258, 25937
1653687264, 25937
1653687270, 25937
1653687276, 25937
1653687282, 26000
1653687288, 25937
1653687293, 25937
1653687299, 25937
1653687305, 25937
1653687311, 25937
1653687317, 25937
1653687323, 25937
1653687328, 25937
1653687334, 25937
1653687340, 25937
1653687346, 25937
1653687352, 25937
1653687358, 25937
1653687364, 25937
1653687369, 25937
1653687375, 25937
1653687381, 25937
1653687387, 25937
1653687393, 25937
1653687399, 25937
1653687405, 25937
1653687410, 25937
1653687416, 25937
1653687422, 25937
1653687428, 25875
1653687434, 25875
1653687440, 25875
1653687446, 25937
1653687451, 25875
1653687457, 25937
1653687463, 25937
1653687469, 25875
1653687475, 25875
1653687481, 25937
1653687486, 25937
1653687492, 25937
1653687498, 25937
1653687504, 25875
1653687510, 25937
1653687516, 25937
1653687522, 25875
1653687527, 25875
1653687533, 25937
1653687539, 25937
1653687545, 25937
1653687551, 25937
1653687557, 25937
1653687563, 25937
1653687568, 25937
1653687574, 25875
1653687580, 25937
1653687586, 25937
1653687592, 25875
1653687598, 25875
1653687604, 25875
1653687609, 25875
1653687615, 25875
1653687621, 25875
1653687627, 25875
1653687633, 25875
1653687639, 25875
1653687644, 25875
1653687650, 25875
1653687656, 25937
1653687662, 25937
1653687668, 25937
1653687674, 25875
1653687680, 25875
1653687685, 25875
1653687691, 25875
1653687697, 25875
1653687703, 25875
1653687709, 25875
1653687715, 25875
1653687721, 25875
1653687726, 25875
1653687732, 25875
1653687738, 25875
1653687744, 25875
1653687750, 25875
1653687756, 25875
1653687762, 25875
1653687767, 25875
1653687773, 25875
1653687779, 25875
1653687785, 25875
1653687791, 25875
1653687797, 25875
1653687802, 25875
1653687808, 25875
1653687814, 25875
1653687820, 25875
1653687826, 25875
1653687832, 25875
1653687838, 25875
1653687843, 25875
1653687849, 25875
1653687855, 25875
1653687861, 25875
1653687867, 25875
1653687873, 25875
1653687879, 25875
1653687884, 25875
1653687890, 25875
1653687896, 25875
1653687902, 25875
1653687908, 25875
1653687914, 25875
1653687920, 25875
1653687925, 25875
1653687931, 25875
1653687937, 25875
1653687943, 25875
1653687949, 25875
1653687955, 25875
1653687960, 25875
1653687966, 25875
1653687972, 25875
1653687978, 25875
1653687984, 25875
1653687990, 25812
1653687996, 25875
1653688001, 25875
1653688007, 25875
1653688013, 25875
1653688019, 25875
1653688025, 25875
1653688031, 25812
1653688037, 25875
1653688042, 25875
1653688048, 25875
1653688054, 25875
1653688060, 25875
1653688066, 25875
1653688072, 25875
1653688078, 25812
1653688083, 25812
1653688089, 25875
1653688095, 25875
1653688101, 25812
1653688107, 25812
1653688113, 25812
1653688118, 25875
1653688124, 25875
1653688130, 25812
1653688136, 25812
1653688142, 25812
1653688148, 25812
1653688154, 25812
1653688159, 25875
1653688165, 25812
1653688171, 25812
1653688177, 25812
1653688183, 25812
1653688189, 25812
1653688195, 25812
1653688200, 25812
1653688206, 25812
1653688212, 25812
1653688218, 25812
1653688224, 25812
1653688230, 25812
1653688235, 25812
1653688241, 25875
1653688247, 25812
1653688253, 25875
1653688259, 25875
1653688265, 25875
1653688271, 25812
1653688276, 25875
1653688282, 25875
1653688288, 25875
1653688294, 25875
1653688300, 25812
1653688306, 25875
1653688312, 25875
1653688317, 25875
1653688323, 25875
1653688329, 25812
1653688335, 25812
1653688341, 25812
1653688347, 25812
1653688352, 25875
1653688358, 25875
1653688364, 25812
1653688370, 25812
1653688376, 25812
1653688382, 25812
1653688388, 25875
1653688393, 25875
1653688399, 25875
1653688405, 25875
1653688411, 25875
1653688417, 25875
1653688423, 25875
1653688429, 25812
1653688434, 25875
1653688440, 25812
1653688446, 25812
1653688452, 25812
1653688458, 25812
1653688464, 25812
1653688470, 25812
1653688475, 25812
1653688481, 25812
1653688487, 25812
1653688493, 25812
1653688499, 25812
1653688505, 25812
1653688510, 25812
1653688516, 25812
1653688522, 25812
1653688528, 25812
1653688534, 25812
1653688540, 25812
1653688546, 25812
1653688551, 25812
1653688557, 25812
1653688563, 25812
1653688569, 25812
1653688575, 25812
1653688581, 25812
1653688587, 25812
1653688592, 25812
1653688598, 25812
1653688604, 25812
1653688610, 25812
1653688616, 25812
1653688622, 25812
1653688628, 25812
1653688633, 25812
1653688639, 25812
1653688645, 25812
1653688651, 25812
1653688657, 25812
1653688663, 25812
1653688668, 25812
1653688674, 25812
1653688680, 25812
1653688686, 25812
1653688692, 25812
1653688698, 25812
1653688704, 25812
1653688709, 25812
1653688715, 25812
1653688721, 25812
1653688727, 25812
1653688733, 25812
1653688739, 25812
1653688745, 25812
1653688750, 25812
1653688756, 25812
1653688762, 25812
1653688768, 25812
1653688774, 25812
1653688780, 25812
1653688786, 25812
1653688791, 25812
1653688797, 25812
