Date,Temperature
1653689651, 25687
1653689657, 25750
1653689663, 25750
1653689669, 25750
1653689675, 25687
1653689681, 25750
1653689687, 25750
1653689692, 25687
1653689698, 25687
1653689704, 25687
1653689710, 25687
1653689716, 25687
1653689722, 25687
1653689728, 25687
1653689733, 25687
1653689739, 25687
1653689745, 25687
1653689751, 25687
1653689757, 25687
1653689763, 25750
1653689769, 25687
1653689774, 25750
1653689780, 25687
1653689786, 25687
1653689792, 25687
1653689798, 25687
1653689804, 25687
1653689809, 25750
1653689815, 25750
1653689821, 25687
1653689827, 25687
1653689833, 25687
1653689839, 25687
1653689845, 25687
1653689850, 25750
1653689856, 25750
1653689862, 25750
1653689868, 25687
1653689874, 25687
1653689880, 25687
1653689886, 25687
1653689891, 25687
1653689897, 25687
1653689903, 25687
1653689909, 25687
1653689915, 25687
1653689921, 25687
1653689927, 25687
1653689932, 25687
1653689938, 25687
1653689944, 25687
1653689950, 25750
1653689956, 25687
1653689962, 25687
1653689967, 25687
1653689973, 25687
1653689979, 25687
1653689985, 25687
1653689991, 25687
1653689997, 25687
1653690003, 25625
1653690008, 25625
1653690014, 25687
1653690020, 25625
1653690026, 25687
1653690032, 25687
1653690038, 25687
1653690044, 25687
1653690049, 25625
1653690055, 25625
1653690061, 25625
1653690067, 25625
1653690073, 25625
1653690079, 25625
1653690085, 25625
1653690090, 25625
1653690096, 25625
1653690102, 25625
1653690108, 25625
1653690114, 25625
1653690120, 25625
1653690125, 25687
1653690131, 25687
1653690137, 25687
1653690143, 25687
1653690149, 25687
1653690155, 25687
1653690161, 25687
1653690166, 25625
1653690172, 25687
1653690178, 25687
1653690184, 25687
1653690190, 25687
1653690196, 25687
1653690201, 25687
1653690207, 25687
1653690213, 25687
1653690219, 25687
1653690225, 25687
1653690231, 25687
1653690237, 25687
1653690242, 25687
1653690248, 25687
1653690254, 25687
1653690260, 25687
1653690266, 25687
1653690272, 25687
1653690278, 25687
1653690283, 25687
1653690289, 25687
1653690295, 25687
1653690301, 25687
1653690307, 25687
1653690313, 25687
1653690319, 25687
1653690324, 25687
1653690330, 25687
1653690336, 25687
1653690342, 25687
1653690348, 25687
1653690354, 25625
1653690359, 25625
1653690365, 25625
1653690371, 25625
1653690377, 25625
1653690383, 25625
1653690389, 25625
1653690395, 25625
1653690400, 25625
1653690406, 25625
1653690412, 25625
1653690418, 25625
1653690424, 25625
1653690430, 25625
1653690436, 25625
1653690441, 25625
1653690447, 25625
1653690453, 25625
1653690459, 25625
1653690465, 25625
1653690471, 25625
1653690477, 25625
1653690482, 25625
1653690488, 25625
1653690494, 25625
1653690500, 25625
1653690506, 25625
1653690512, 25625
1653690517, 25625
1653690523, 25625
1653690529, 25625
1653690535, 25625
1653690541, 25625
1653690547, 25625
1653690553, 25625
1653690558, 25625
1653690564, 25625
1653690570, 25625
1653690576, 25625
1653690582, 25625
1653690588, 25625
1653690594, 25625
1653690599, 25625
1653690605, 25625
1653690611, 25625
1653690617, 25625
1653690623, 25625
1653690629, 25625
1653690635, 25625
1653690640, 25625
1653690646, 25625
1653690652, 25625
1653690658, 25625
1653690664, 25625
1653690670, 25625
1653690675, 25625
1653690681, 25687
1653690687, 25687
1653690693, 25687
1653690699, 25625
1653690705, 25625
1653690711, 25625
1653690716, 25625
1653690722, 25625
1653690728, 25625
1653690734, 25625
1653690740, 25562
1653690746, 25625
1653690752, 25625
1653690757, 25625
1653690763, 25625
1653690769, 25625
1653690775, 25625
1653690781, 25625
1653690787, 25625
1653690792, 25625
1653690798, 25625
1653690804, 25562
1653690810, 25562
1653690816, 25562
1653690822, 25562
1653690828, 25562
1653690833, 25562
1653690839, 25562
1653690845, 25562
1653690851, 25562
1653690857, 25562
1653690863, 25562
1653690869, 25562
1653690874, 25562
1653690880, 25562
1653690886, 25562
1653690892, 25625
1653690898, 25625
1653690904, 25562
1653690910, 25562
1653690915, 25625
1653690921, 25562
1653690927, 25625
1653690933, 25625
1653690939, 25562
1653690945, 25625
1653690950, 25625
1653690956, 25625
1653690962, 25625
1653690968, 25625
1653690974, 25625
1653690980, 25625
1653690986, 25625
1653690991, 25625
1653690997, 25625
1653691003, 25562
1653691009, 25625
1653691015, 25625
1653691021, 25625
1653691027, 25625
1653691032, 25625
1653691038, 25625
1653691044, 25625
1653691050, 25625
1653691056, 25562
1653691062, 25625
1653691068, 25625
1653691073, 25625
1653691079, 25625
1653691085, 25625
1653691091, 25625
1653691097, 25562
1653691103, 25562
1653691108, 25562
1653691114, 25562
1653691120, 25562
1653691126, 25562
1653691132, 25562
1653691138, 25562
1653691144, 25562
1653691149, 25562
1653691155, 25562
1653691161, 25562
1653691167, 25562
1653691173, 25562
1653691179, 25562
1653691184, 25562
1653691190, 25562
1653691196, 25562
1653691202, 25562
1653691208, 25562
1653691214, 25562
1653691220, 25562
1653691225, 25562
1653691231, 25562
1653691237, 25562
1653691243, 25562
1653691249, 25562
1653691255, 25562
1653691261, 25562
1653691266, 25562
1653691272, 25562
1653691278, 25500
1653691284, 25562
1653691290, 25562
1653691296, 25562
1653691302, 25562
1653691307, 25562
1653691313, 25562
1653691319, 25562
1653691325, 25562
1653691331, 25562
1653691337, 25562
1653691342, 25562
1653691348, 25562
1653691354, 25625
1653691360, 25625
1653691366, 25562
1653691372, 25562
1653691378, 25562
1653691384, 25562
1653691389, 25625
1653691395, 25625
1653691401, 25562
1653691407, 25562
1653691413, 25562
1653691419, 25562
1653691424, 25562
1653691430, 25562
1653691436, 25562
1653691442, 25625
1653691448, 25562
1653691454, 25625
1653691460, 25562
1653691465, 25562
1653691471, 25562
1653691477, 25562
1653691483, 25562
1653691489, 25562
1653691495, 25562
1653691500, 25562
1653691506, 25562
1653691512, 25500
1653691518, 25500
1653691524, 25500
1653691530, 25500
1653691536, 25500
1653691541, 25500
1653691547, 25500
1653691553, 25500
1653691559, 25500
1653691565, 25500
1653691571, 25562
1653691577, 25562
1653691582, 25562
1653691588, 25562
1653691594, 25625
1653691600, 25625
1653691606, 25625
1653691612, 25625
1653691618, 25625
1653691623, 25562
1653691629, 25562
1653691635, 25562
1653691641, 25562
1653691647, 25562
1653691653, 25562
1653691658, 25562
1653691664, 25625
1653691670, 25562
